Plot,Plant,Date,Flower height,Leaf height,BD,AB,FF,SG,SD,ST,notes,Date,Flower height,Leaf height,BD,AB,FF,SG,SD,ST,notes,Date,Flower height,Leaf height,BD,AB,FF,SG,SD,ST,notes,Date,Flower height,Leaf height,BD,AB,FF,SG,SD,ST,notes,Date,Flower height,Leaf height,BD,AB,FF,SG,SD,ST,notes,Date,Flower height,Leaf height,BD,AB,FF,SG,SD,ST,notes,Date,Flower height,Leaf height,BD,AB,FF,SG,SD,ST,notes,Date,Flower height,Leaf height,BD,AB,FF,SG,SD,ST,notes,Date,Flower height,Leaf height,BD,AB,FF,SG,SD,ST,notes,Date,Flower height,Leaf height,BD,AB,FF,SG,SD,ST,notes,Date,Flower height,Leaf height,BD,AB,FF,SG,SD,ST,notes,Date,Flower height,Leaf height,BD,AB,FF,SG,SD,ST,notes,Date,Flower height,Leaf height,BD,AB,FF,SG,SD,ST,notes,Date,Flower height,Leaf height,BD,AB,FF,SG,SD,ST,notes,Date,Flower height,Leaf height,BD,AB,FF,SG,SD,ST,notes,Date,Flower height,Leaf height,BD,AB,FF,SG,SD,ST,notes
CH(5),6,5/24/2015,33,27,4,,,,,,,5/26/2015,36,31,4,,,,,,,5/29/2015,38,34,4,,,,,,,6/1/2015,42,37,2,,2,,,,,6/3/2015,42,32,1,,3,,,,,6/5/2015,46,39,1,,3,,,,,6/7/2015,45,41,,,4,,,,,6/9/2015,47,46,,,4,,,,,6/11/2015,53,43,,,4,,,,,6/13/2015,57,45,,,2,2,,,,6/15/2015,57,41,,,1,3,,,,6/17/2015,58,47,,,1,3,,,,6/19/2015,57,41,,,,4,,,,6/21/2015,59,39,,,,1,3,,,6/23/2015,55,37,,,,,4,,,6/26/2015,57,37,,,,,4,,
CH(5),7,5/24/2015,34,31,12,,,,,,,5/26/2015,37,36,10,,,,,,,5/29/2015,43,41,12,1,,,,,,6/1/2015,49,46,5,1,6,,,,,6/3/2015,46,44,1,1,10,,,,,6/5/2015,54,53,1,1,10,,,,,6/7/2015,58,49,1,1,10,,,,,6/9/2015,62,53,,1,10,1,,,,6/11/2015,66,53,,1,11,,,,,6/13/2015,69,52,,1,5,6,,,,6/15/2015,71,56,,1,,11,,,,6/17/2015,74,52,,1,,11,,,,6/19/2015,78,53,,1,,3,8,,,6/21/2015,79,54,,1,,2,9,,,6/23/2015,79,50,,1,,2,9,,,6/26/2015,79,55,,1,,,11,,
CH(5),8,5/24/2015,,16,,,,,,,,5/26/2015,,16,,,,,,,,5/29/2015,,17,,,,,,,,6/1/2015,,19,,,,,,,,6/3/2015,,17,,,,,,,,6/5/2015,,17,,,,,,,,6/7/2015,,17,,,,,,,,6/9/2015,,17,,,,,,,,6/11/2015,,17,,,,,,,,6/13/2015,,17,,,,,,,,6/15/2015,,18,,,,,,,,6/17/2015,,17,,,,,,,,6/19/2015,,17,,,,,,,,6/21/2015,,17,,,,,,,,6/23/2015,,16,,,,,,,,6/26/2015,,16,,,,,,,
CH(5),9,5/24/2015,,9,,,,,,,,5/26/2015,,10,,,,,,,,5/29/2015,,10,,,,,,,,6/1/2015,,12,,,,,,,,6/3/2015,,10,,,,,,,,6/5/2015,,10,,,,,,,,6/7/2015,,13,,,,,,,,6/9/2015,,11,,,,,,,,6/11/2015,,10,,,,,,,,6/13/2015,,10,,,,,,,,6/15/2015,,10,,,,,,,,6/17/2015,,11,,,,,,,,6/19/2015,,11,,,,,,,,6/21/2015,,12,,,,,,,,6/23/2015,,12,,,,,,,,6/26/2015,,13,,,,,,,
CH(5),10,5/24/2015,,15,,,,,,,,5/26/2015,,14,,,,,,,,5/29/2015,,19,,,,,,,,6/1/2015,,20,,,,,,,,6/3/2015,,21,,,,,,,,6/5/2015,,21,,,,,,,,6/7/2015,,23,,,,,,,,6/9/2015,,24,,,,,,,,6/11/2015,,24,,,,,,,,6/13/2015,,23,,,,,,,,6/15/2015,,22,,,,,,,,6/17/2015,,22,,,,,,,,6/19/2015,,23,,,,,,,,6/21/2015,,23,,,,,,,,6/23/2015,,24,,,,,,,,6/26/2015,,23,,,,,,,
CH(5),11,5/24/2015,,22,,,,,,,,5/26/2015,,23,,,,,,,,5/29/2015,,25,,,,,,,,6/1/2015,,27,,,,,,,,6/3/2015,,30,,,,,,,,6/5/2015,,31,,,,,,,,6/7/2015,,30,,,,,,,,6/9/2015,,31,,,,,,,,6/11/2015,,31,,,,,,,,6/13/2015,,31,,,,,,,,6/15/2015,,29,,,,,,,,6/17/2015,,30,,,,,,,,6/19/2015,,30,,,,,,,,6/21/2015,,28,,,,,,,,6/23/2015,,25,,,,,,,,6/26/2015,,17,,,,,,,
CHSR(8),1,5/24/2015,,26,,,,,,,,5/26/2015,,30,,,,,,,,5/29/2015,,31,,,,,,,,6/1/2015,,36,,,,,,,,6/3/2015,,37,,,,,,,,6/5/2015,,42,,,,,,,,6/7/2015,,40,,,,,,,,6/9/2015,,41,,,,,,,,6/11/2015,,41,,,,,,,,6/13/2015,,39,,,,,,,,6/15/2015,,39,,,,,,,,6/17/2015,,43,,,,,,,,6/19/2015,,42,,,,,,,,6/21/2015,,41,,,,,,,,6/23/2015,,40,,,,,,,,6/26/2015,,39,,,,,,,
CHSR(8),2,5/24/2015,32,29,6,,,,,,,5/26/2015,38,30,8,,,,,,,5/29/2015,38,33,8,,,,,,,6/1/2015,42,43,6,,2,,,,,6/3/2015,47,47,3,,5,,,,,6/5/2015,49,50,4,,5,,,,,6/7/2015,52,47,2,,7,,,,,6/9/2015,52,53,2,,7,,,,,6/11/2015,57,49,1,,7,1,,,,6/13/2015,58,52,,,2,2,,,,6/15/2015,62,51,,,4,4,,,,6/17/2015,63,50,,,,6,2,,,6/19/2015,64,50,,,,3,5,,,6/21/2015,65,53,,,,4,4,,,6/23/2015,66,53,,,,2,6,,,6/26/2015,65,51,,,,,7,1,
CHSR(8),3,5/24/2015,,29,,,,,,,,5/26/2015,,32,,,,,,,,5/29/2015,,35,,,,,,,,6/1/2015,,35,,,,,,,,6/3/2015,,39,,,,,,,,6/5/2015,,37,,,,,,,,6/7/2015,,38,,,,,,,,6/9/2015,,38,,,,,,,,6/11/2015,,39,,,,,,,,6/13/2015,,39,,,,,,,,6/15/2015,,39,,,,,,,,6/17/2015,,40,,,,,,,,6/19/2015,,39,,,,,,,,6/21/2015,,39,,,,,,,,6/23/2015,,36,,,,,,,,6/26/2015,,35,,,,,,,
CHSR(8),4,5/24/2015,31,27,22,,,,,,,5/26/2015,34,34,24,,,,,,,5/29/2015,40,32,29,,,,,,,6/1/2015,51,37,26,,3,,,,,6/3/2015,52,41,21,,8,,,,,6/5/2015,58,42,18,,10,,,,,6/7/2015,56,51,17,,13,,,,,6/9/2015,61,46,12,1,20,,,,,6/11/2015,64,43,14,,21,,,,,6/13/2015,68,44,11,1,17,4,1,,,6/15/2015,71,44,7,2,15,8,,,,6/17/2015,72,45,8,2,5,14,5,,,6/19/2015,74,43,6,2,5,14,5,,,6/21/2015,74,44,6,2,4,14,6,,,6/23/2015,75,43,5,,1,11,11,,,6/26/2015,75,46,4,4,,2,21,,
CHSR(8),5,5/24/2015,,30,,,,,,,,5/26/2015,,31,,,,,,,,5/29/2015,,31,,,,,,,,6/1/2015,,33,,,,,,,,6/3/2015,,32,,,,,,,,6/5/2015,,37,,,,,,,,6/7/2015,,39,,,,,,,,6/9/2015,,39,,,,,,,,6/11/2015,,38,,,,,,,,6/13/2015,,38,,,,,,,,6/15/2015,,40,,,,,,,,6/17/2015,,36,,,,,,,,6/19/2015,,40,,,,,,,,6/21/2015,,39,,,,,,,,6/23/2015,,30,,,,,,,,6/26/2015,,37,,,,,,,
CHSR(8),6,5/24/2015,28,30,8,,,,,,,5/26/2015,33,31,8,,,,,,,5/29/2015,37,34,7,,,,,,,6/1/2015,45,32,8,,2,,,,,6/3/2015,50,42,5,,3,,,,,6/5/2015,50,45,6,,4,,,,,6/7/2015,56,50,5,,5,,,,,6/9/2015,58,49,3,,7,,,,,6/11/2015,63,53,3,,5,2,,,,6/13/2015,65,55,2,,4,2,2,,,6/15/2015,70,54,2,,4,4,,,,6/17/2015,68,55,,,1,5,1,,,6/19/2015,72,54,2,,1,5,2,,,6/21/2015,70,54,,1,,5,3,,,6/23/2015,72,53,,,,1,6,,,6/26/2015,69,53,,1,,,6,,
CHSR(8),7,5/24/2015,,,,,,,,,no 7,5/26/2015,,,,,,,,,,5/29/2015,,,,,,,,,,6/1/2015,,,,,,,,,,6/3/2015,,,,,,,,,,6/5/2015,,,,,,,,,,6/7/2015,,,,,,,,,,6/9/2015,,,,,,,,,,6/11/2015,,,,,,,,,,6/13/2015,,,,,,,,,,6/15/2015,,,,,,,,,,6/17/2015,,,,,,,,,,6/19/2015,,,,,,,,,,6/21/2015,,,,,,,,,,6/23/2015,,,,,,,,,,6/26/2015,,,,,,,,,
CHSR(8),8,5/24/2015,,17,,,,,,,,5/26/2015,,18,,,,,,,,5/29/2015,,19,,,,,,,,6/1/2015,,19,,,,,,,,6/3/2015,,21,,,,,,,,6/5/2015,,20,,,,,,,,6/7/2015,,20,,,,,,,,6/9/2015,,21,,,,,,,,6/11/2015,,20,,,,,,,,6/13/2015,,21,,,,,,,,6/15/2015,,21,,,,,,,,6/17/2015,,21,,,,,,,,6/19/2015,,20,,,,,,,,6/21/2015,,20,,,,,,,,6/23/2015,99,21,,,,,,,,6/26/2015,,20,,,,,,,
CSR(7),1,5/24/2015,,30,,,,,,,,5/26/2015,14,36,,1,,,,,,5/29/2015,14,33,1,,,,,,,6/1/2015,15,35,1,,,,,,,6/3/2015,15,40,,1,,,,,,6/5/2015,15,45,,1,,,,,,6/7/2015,15,43,,1,,,,,,6/9/2015,14,50,,1,,,,,,6/11/2015,12,50,,,,,,,,6/13/2015,10,50,,1,,,,,,6/15/2015,10,49,,1,,,,,,6/17/2015,9,48,,1,,,,,,6/19/2015,8,50,,1,,,,,,6/21/2015,8,47,,1,,,,,,6/23/2015,3,49,,1,,,,,,6/26/2015,2,47,,1,,,,,
CSR(7),2,5/24/2015,,25,,,,,,,,5/26/2015,,26,,,,,,,,5/29/2015,,24,,,,,,,,6/1/2015,,34,,,,,,,,6/3/2015,,36,,,,,,,,6/5/2015,,35,,,,,,,,6/7/2015,,37,,,,,,,,6/9/2015,,36,,,,,,,,6/11/2015,,36,,,,,,,,6/13/2015,,35,,,,,,,,6/15/2015,,35,,,,,,,,6/17/2015,,38,,,,,,,,6/19/2015,,38,,,,,,,,6/21/2015,,37,,,,,,,,6/23/2015,,35,,,,,,,,6/26/2015,,36,,,,,,,
CSR(7),3,5/24/2015,,26,,,,,,,,5/26/2015,,24,,,,,,,,5/29/2015,,22,,,,,,,,6/1/2015,,31,,,,,,,,6/3/2015,,33,,,,,,,,6/5/2015,,34,,,,,,,,6/7/2015,,35,,,,,,,,6/9/2015,12,36,,1,,,,,,6/11/2015,,37,,,,,,,,6/13/2015,11,35,,1,,,,,,6/15/2015,10,35,,1,,,,,,6/17/2015,,36,,,,,,,,6/19/2015,,37,,,,,,,,6/21/2015,7,37,,1,,,,,,6/23/2015,,37,,,,,,,,6/26/2015,,37,,,,,,,
CSR(7),4,5/24/2015,,21,,,,,,,,5/26/2015,,25,,,,,,,,5/29/2015,,20,,,,,,,,6/1/2015,,24,,,,,,,,6/3/2015,,32,,,,,,,,6/5/2015,,33,,,,,,,,6/7/2015,,33,,,,,,,,6/9/2015,,33,,,,,,,,6/11/2015,,34,,,,,,,,6/13/2015,,34,,,,,,,,6/15/2015,,33,,,,,,,,6/17/2015,,33,,,,,,,,6/19/2015,,33,,,,,,,,6/21/2015,,34,,,,,,,,6/23/2015,,34,,,,,,,,6/26/2015,,33,,,,,,,
CSR(7),5,5/24/2015,,25,,,,,,,,5/26/2015,,29,,,,,,,,5/29/2015,8,32,,1,,,,,,6/1/2015,,38,,,,,,,,6/3/2015,,43,,,,,,,,6/5/2015,,42,,,,,,,,6/7/2015,,44,,,,,,,,6/9/2015,,44,,,,,,,,6/11/2015,,47,,,,,,,,6/13/2015,,47,,,,,,,,6/15/2015,,47,,,,,,,,6/17/2015,,46,,,,,,,,6/19/2015,,47,,,,,,,,6/21/2015,,46,,,,,,,,6/23/2015,,46,,,,,,,,6/26/2015,,45,,,,,,,
CSR(7),6,5/24/2015,,32,,,,,,,,5/26/2015,,33,,,,,,,,5/29/2015,,34,,,,,,,,6/1/2015,,42,,,,,,,,6/3/2015,,43,,,,,,,,6/5/2015,,45,,,,,,,,6/7/2015,,46,,,,,,,,6/9/2015,,48,,,,,,,,6/11/2015,,47,,,,,,,,6/13/2015,,47,,,,,,,,6/15/2015,,46,,,,,,,,6/17/2015,,47,,,,,,,,6/19/2015,,46,,,,,,,,6/21/2015,,46,,,,,,,,6/23/2015,,48,,,,,,,,6/26/2015,,45,,,,,,,
CSR(7),7,5/24/2015,,,,,,,,,,5/26/2015,,,,,,,,,,5/29/2015,,,,,,,,,,6/1/2015,,,,,,,,,,6/3/2015,,,,,,,,,,6/5/2015,,,,,,,,,,6/7/2015,,,,,,,,,,6/9/2015,,,,,,,,,,6/11/2015,,,,,,,,,,6/13/2015,,,,,,,,,,6/15/2015,,,,,,,,,,6/17/2015,,,,,,,,,,6/19/2015,,,,,,,,,,6/21/2015,,,,,,,,,,6/23/2015,,,,,,,,,,6/26/2015,,,,,,,,,
CSR(7),8,5/24/2015,,26,,,,,,,,5/26/2015,,27,,,,,,,,5/29/2015,,32,,,,,,,,6/1/2015,,37,,,,,,,,6/3/2015,,39,,,,,,,,6/5/2015,,41,,,,,,,,6/7/2015,,42,,,,,,,,6/9/2015,,43,,,,,,,,6/11/2015,,43,,,,,,,,6/13/2015,,42,,,,,,,,6/15/2015,,42,,,,,,,,6/17/2015,,43,,,,,,,,6/19/2015,,44,,,,,,,,6/21/2015,,43,,,,,,,,6/23/2015,,44,,,,,,,,6/26/2015,,41,,,,,,,
CSR(7),9,5/24/2015,28,29,,,,,,,,5/26/2015,28,31,2,,,,,,,5/29/2015,35,36,2,,,,,,,6/1/2015,42,40,,,1,,,,,6/3/2015,41,43,1,,1,,,,,6/5/2015,48,44,,,2,,,,,6/7/2015,50,51,,,2,,,,,6/9/2015,51,52,,,2,,,,,6/11/2015,54,54,,,2,,,,,6/13/2015,59,53,,,1,1,,,,6/15/2015,62,53,,,,2,,,,6/17/2015,62,53,,,,2,,,,6/19/2015,51,54,,,,,2,,tallest flower (senesced) drooping; doubled-over on a weak stalk,6/21/2015,46,53,,,,,,,,6/23/2015,47,53,,,,,2,,,6/26/2015,46,51,,,,,,,
WSR(10),5,5/24/2015,,23,,,,,,,,5/26/2015,,20,,,,,,,,5/29/2015,,22,,,,,,,,6/1/2015,,,,,,,,,No measurements recorded for this date,6/3/2015,,26,,,,,,,,6/5/2015,,26,,,,,,,,6/7/2015,,28,,,,,,,,6/9/2015,,29,,,,,,,,6/11/2015,,27,,,,,,,,6/13/2015,,28,,,,,,,,6/15/2015,,26,,,,,,,,6/17/2015,,29,,,,,,,,6/19/2015,,30,,,,,,,,6/21/2015,,30,,,,,,,,6/23/2015,,28,,,,,,,,6/26/2015,,28,,,,,,,
WSR(10),6,5/24/2015,,24,,,,,,,,5/26/2015,,28,,,,,,,,5/29/2015,,28,,,,,,,,6/1/2015,,36,,,,,,,,6/3/2015,,43,,,,,,,,6/5/2015,,43,,,,,,,,6/7/2015,,40,,,,,,,,6/9/2015,,48,,,,,,,,6/11/2015,,44,,,,,,,,6/13/2015,,46,,,,,,,,6/15/2015,,45,,,,,,,,6/17/2015,,43,,,,,,,,6/19/2015,,43,,,,,,,,6/21/2015,,43,,,,,,,,6/23/2015,,43,,,,,,,,6/26/2015,,44,,,,,,,
WSR(10),7,5/24/2015,26,29,7,,,,,,,5/26/2015,28,31,2,3,,,,,,5/29/2015,29,33,5,,,,,,,6/1/2015,34,37,1,3,1,,,,,6/3/2015,38,38,,5,1,,,,,6/5/2015,43,41,,3,1,,,,,6/7/2015,44,41,,4,1,,,,,6/9/2015,48,43,,4,1,,,,,6/11/2015,50,44,,3,,1,,,,6/13/2015,51,44,,,,1,,,,6/15/2015,53,42,,2,,1,,,,6/17/2015,55,41,,3,,,1,,,6/19/2015,56,42,,3,,,1,,,6/21/2015,55,43,,3,,,1,,,6/23/2015,55,40,,3,,,1,,,6/26/2015,55,40,,3,,,1,,
WSR(10),8,5/24/2015,,16,,,,,,,,5/26/2015,,14,,,,,,,,5/29/2015,,20,,,,,,,,6/1/2015,,22,,,,,,,,6/3/2015,,22,,,,,,,,6/5/2015,,22,,,,,,,,6/7/2015,,24,,,,,,,,6/9/2015,,22,,,,,,,,6/11/2015,,22,,,,,,,,6/13/2015,,22,,,,,,,,6/15/2015,,21,,,,,,,,6/17/2015,,22,,,,,,,,6/19/2015,,22,,,,,,,,6/21/2015,,21,,,,,,,,6/23/2015,,16,,,,,,,,6/26/2015,,14,,,,,,,
WSR(10),9,5/24/2015,33,27,3,,,,,,,5/26/2015,36,30,2,,1,,,,,5/29/2015,40,33,2,,1,,,,,6/1/2015,43,37,,1,2,,,,,6/3/2015,46,37,,1,2,,,,,6/5/2015,49,37,,1,2,,,,,6/7/2015,50,39,,,2,,,,,6/9/2015,58,39,,1,2,,,,,6/11/2015,55,39,,,1,1,,,,6/13/2015,61,40,,,,2,,,,6/15/2015,61,39,,1,,2,,,,6/17/2015,60,40,,1,,,2,,,6/19/2015,57,40,,1,,,2,,,6/21/2015,61,40,,1,,,2,,,6/23/2015,57,40,,,,,2,,,6/26/2015,57,40,,,,,2,,
WSR(10),10,5/24/2015,,16,,,,,,,,5/26/2015,,16,,,,,,,,5/29/2015,,17,,,,,,,,6/1/2015,,22,,,,,,,,6/3/2015,,24,,,,,,,,6/5/2015,,24,,,,,,,,6/7/2015,,25,,,,,,,,6/9/2015,,24,,,,,,,,6/11/2015,,24,,,,,,,,6/13/2015,,23,,,,,,,,6/15/2015,,22,,,,,,,,6/17/2015,,24,,,,,,,,6/19/2015,,23,,,,,,,,6/21/2015,,23,,,,,,,,6/23/2015,,22,,,,,,,,6/26/2015,,24,,,,,,,
WSR(10),11,5/24/2015,,12,,,,,,,,5/26/2015,,10,,,,,,,,5/29/2015,,12,,,,,,,,6/1/2015,,11,,,,,,,,6/3/2015,,12,,,,,,,,6/5/2015,,13,,,,,,,,6/7/2015,,13,,,,,,,,6/9/2015,,14,,,,,,,,6/11/2015,,13,,,,,,,,6/13/2015,,14,,,,,,,,6/15/2015,,13,,,,,,,,6/17/2015,,12,,,,,,,,6/19/2015,,12,,,,,,,,6/21/2015,,11,,,,,,,,6/23/2015,,11,,,,,,,,6/26/2015,,11,,,,,,,
WHSR(9),1,5/24/2015,29,27,2,1,,,,,,5/26/2015,33,32,2,,,,,,,5/29/2015,37,30,2,,,,,,,6/1/2015,45,38,1,,1,,,,,6/3/2015,47,37,1,1,1,,,,,6/5/2015,51,39,,1,2,,,,,6/7/2015,45,39,,1,2,,,,Aborted bud on the black edging,6/9/2015,58,39,,,2,,,,,6/11/2015,60,40,,,2,,,,,6/13/2015,58,40,,,1,1,,,,6/15/2015,64,39,,,1,,1,,,6/17/2015,63,40,,,,1,1,,,6/19/2015,64,41,,,,1,1,,,6/21/2015,64,40,,,,,2,,,6/23/2015,64,39,,,,,2,,,6/26/2015,64,39,,,,,2,,
WHSR(9),2,5/24/2015,30,26,3,,,,,,,5/26/2015,36,32,2,,,,,,,5/29/2015,40,35,2,,,,,,,6/1/2015,47,38,1,,1,,,,,6/3/2015,48,40,,,2,,,,,6/5/2015,53,41,,,2,,,,,6/7/2015,52,41,,,2,,,,,6/9/2015,64,48,,,2,,,,,6/11/2015,61,45,,,2,,,,,6/13/2015,67,47,,,2,,,,,6/15/2015,67,46,,,,2,,,,6/17/2015,70,45,,,,2,,,,6/19/2015,68,46,,,,1,1,,,6/21/2015,71,43,,,,1,1,,,6/23/2015,69,45,,,,,2,,,6/26/2015,51,42,,,,,2,,
WHSR(9),3,5/24/2015,23,26,14,,,,,,,5/26/2015,30,29,17,,,,,,,5/29/2015,34,34,14,,,,,,,6/1/2015,41,39,18,,,,,,,6/3/2015,44,44,14,1,3,,,,,6/5/2015,53,45,10,,7,,,,,6/7/2015,54,45,9,,8,,,,,6/9/2015,59,46,8,1,12,,,,,6/11/2015,62,47,2,,15,,,,,6/13/2015,67,45,2,,14,2,,,,6/15/2015,70,46,3,1,15,,,,,6/17/2015,73,47,2,1,3,13,,,,6/19/2015,76,47,,1,,18,,,,6/21/2015,78,47,,2,,17,,,,6/23/2015,78,48,,2,,4,11,,,6/26/2015,76,47,,2,,,17,,
CSR(7),10,5/24/2015,,,,,,,,,,5/26/2015,,,,,,,,,,5/29/2015,,,,,,,,,,6/1/2015,,,,,,,,,,6/3/2015,,,,,,,,,,6/5/2015,,,,,,,,,,6/7/2015,,,,,,,,,,6/9/2015,,,,,,,,,,6/11/2015,,,,,,,,,,6/13/2015,,,,,,,,,,6/15/2015,,,,,,,,,,6/17/2015,,,,,,,,,,6/19/2015,,,,,,,,,,6/21/2015,,,,,,,,,,6/23/2015,,,,,,,,,,6/26/2015,,,,,,,,,
WSR(10),1,5/24/2015,33,32,5,,,,,,,5/26/2015,34,33,4,1,,,,,,5/29/2015,38,37,3,1,,,,,,6/1/2015,42,41,,2,2,,,,,6/3/2015,44,42,,2,2,,,,,6/5/2015,47,46,,2,2,,,,,6/7/2015,50,46,,2,2,,,,,6/9/2015,54,50,,2,,2,,,,6/11/2015,56,49,,,,2,,,,6/13/2015,60,51,,,,1,1,,,6/15/2015,61,49,,2,,1,1,,,6/17/2015,60,50,,1,,,2,,,6/19/2015,63,50,,1,,,2,,,6/21/2015,64,50,,1,,,2,,,6/23/2015,63,51,,1,,,2,,,6/26/2015,60,51,,1,,,2,,
WSR(10),2,5/24/2015,,22,,,,,,,,5/26/2015,,24,,,,,,,,5/29/2015,,28,,,,,,,,6/1/2015,,28,,,,,,,,6/3/2015,,28,,,,,,,,6/5/2015,,29,,,,,,,,6/7/2015,,29,,,,,,,,6/9/2015,,30,,,,,,,,6/11/2015,,30,,,,,,,,6/13/2015,,29,,,,,,,,6/15/2015,,29,,,,,,,,6/17/2015,,28,,,,,,,,6/19/2015,,28,,,,,,,,6/21/2015,,28,,,,,,,,6/23/2015,,28,,,,,,,,6/26/2015,,27,,,,,,,
WSR(10),3,5/24/2015,,28,,,,,,,,5/26/2015,,24,,,,,,,,5/29/2015,,29,,,,,,,,6/1/2015,,31,,,,,,,,6/3/2015,,33,,,,,,,,6/5/2015,,35,,,,,,,,6/7/2015,,35,,,,,,,,6/9/2015,,36,,,,,,,,6/11/2015,,36,,,,,,,,6/13/2015,,37,,,,,,,,6/15/2015,,37,,,,,,,,6/17/2015,,37,,,,,,,,6/19/2015,,36,,,,,,,,6/21/2015,,37,,,,,,,,6/23/2015,,33,,,,,,,,6/26/2015,,33,,,,,,,
WSR(10),4,5/24/2015,,,,,,,,,,5/26/2015,,,,,,,,,,5/29/2015,,,,,,,,,,6/1/2015,,,,,,,,,,6/3/2015,,,,,,,,,,6/5/2015,,,,,,,,,,6/7/2015,,,,,,,,,,6/9/2015,,,,,,,,,,6/11/2015,,,,,,,,,,6/13/2015,,,,,,,,,,6/15/2015,,,,,,,,,,6/17/2015,,,,,,,,,,6/19/2015,,,,,,,,,,6/21/2015,,,,,,,,,,6/23/2015,,,,,,,,,,6/26/2015,,,,,,,,,
WHSR(9),4,5/24/2015,17,23,1,,,,,,,5/26/2015,21,25,2,,,,,,,5/29/2015,26,29,2,,,,,,,6/1/2015,32,33,1,,,,,,,6/3/2015,37,35,1,,1,,,,,6/5/2015,42,37,1,,1,,,,,6/7/2015,45,36,1,,1,,,,,6/9/2015,48,36,1,,1,,,,,6/11/2015,49,39,,,2,,,,,6/13/2015,51,35,,,2,,,,,6/15/2015,51,35,,,2,,,,,6/17/2015,50,36,,,1,1,,,,6/19/2015,48,35,,,,2,,,,6/21/2015,46,36,,,,2,,,,6/23/2015,47,36,,,,,2,,,6/26/2015,48,37,,,,,2,,
WHSR(9),5,5/24/2015,,10,,,,,,,,5/26/2015,,10,,,,,,,,5/29/2015,,14,,,,,,,,6/1/2015,,14,,,,,,,,6/3/2015,,14,,,,,,,,6/5/2015,,15,,,,,,,,6/7/2015,,15,,,,,,,,6/9/2015,,15,,,,,,,,6/11/2015,,13,,,,,,,,6/13/2015,,16,,,,,,,,6/15/2015,,14,,,,,,,,6/17/2015,,14,,,,,,,,6/19/2015,,14,,,,,,,,6/21/2015,,16,,,,,,,,6/23/2015,,13,,,,,,,,6/26/2015,,14,,,,,,,
