Plot,Plant,Date,Flower height,Leaf height,BD,AB,FF,SG,SD,ST,notes,Date,Flower height,Leaf height,BD,AB,FF,SG,SD,ST,notes,Date,Flower height,Leaf height,BD,AB,FF,SG,SD,ST,notes,Date,Flower height,Leaf height,BD,AB,FF,SG,SD,ST,notes,Date,Flower height,Leaf height,BD,AB,FF,SG,SD,ST,notes,Date,Flower height,Leaf height,BD,AB,FF,SG,SD,ST,notes,Date,Flower height,Leaf height,BD,AB,FF,SG,SD,ST,notes,Date,Flower height,Leaf height,BD,AB,FF,SG,SD,ST,notes,Date,Flower height,Leaf height,BD,AB,FF,SG,SD,ST,notes,Date,Flower height,Leaf height,BD,AB,FF,SG,SD,ST,notes,Date,Flower height,Leaf height,BD,AB,FF,SG,SD,ST,notes,Date,Flower height,Leaf height,BD,AB,FF,SG,SD,ST,notes,Date,Flower height,Leaf height,BD,AB,FF,SG,SD,ST,notes,Date,Flower height,Leaf height,BD,AB,FF,SG,SD,ST,notes,Date,Flower height,Leaf height,BD,AB,FF,SG,SD,ST,notes,Date,Flower height,Leaf height,BD,AB,FF,SG,SD,ST,notes
WHSR(9),6,5/24/2015,,,,,,,,,,5/26/2015,,,,,,,,,dead,5/29/2015,,,,,,,,,,6/1/2015,,,,,,,,,,6/3/2015,,,,,,,,,,6/5/2015,,,,,,,,,,6/7/2015,,,,,,,,,,6/9/2015,,,,,,,,,,6/11/2015,,,,,,,,,,6/13/2015,,,,,,,,,,6/15/2015,,,,,,,,,,6/17/2015,,,,,,,,,,6/19/2015,,,,,,,,,,6/21/2015,,,,,,,,,,6/23/2015,,,,,,,,,,6/26/2015,,,,,,,,,
WHSR(9),7,5/24/2015,,17,,,,,,,,5/26/2015,,20,,,,,,,,5/29/2015,,22,,,,,,,,6/1/2015,,22,,,,,,,,6/3/2015,,25,,,,,,,,6/5/2015,,24,,,,,,,,6/7/2015,,24,,,,,,,,6/9/2015,,24,,,,,,,,6/11/2015,,25,,,,,,,,6/13/2015,,24,,,,,,,,6/15/2015,,25,,,,,,,,6/17/2015,,24,,,,,,,,6/19/2015,,23,,,,,,,,6/21/2015,,25,,,,,,,,6/23/2015,,24,,,,,,,,6/26/2015,,25,,,,,,,
WHSR(9),8,5/24/2015,,7,,,,,,,,5/26/2015,,10,,,,,,,,5/29/2015,,8,,,,,,,,6/1/2015,,11,,,,,,,,6/3/2015,,12,,,,,,,,6/5/2015,,12,,,,,,,,6/7/2015,,11,,,,,,,,6/9/2015,,11,,,,,,,,6/11/2015,,11,,,,,,,,6/13/2015,,10,,,,,,,,6/15/2015,,11,,,,,,,,6/17/2015,,10,,,,,,,,6/19/2015,,12,,,,,,,,6/21/2015,,11,,,,,,,,6/23/2015,,10,,,,,,,,6/26/2015,,11,,,,,,,
WHSR(9),9,5/24/2015,,16,,,,,,,,5/26/2015,,17,,,,,,,,5/29/2015,,20,,,,,,,,6/1/2015,,21,,,,,,,,6/3/2015,,21,,,,,,,,6/5/2015,,22,,,,,,,,6/7/2015,,21,,,,,,,,6/9/2015,,22,,,,,,,,6/11/2015,,21,,,,,,,,6/13/2015,,23,,,,,,,,6/15/2015,,22,,,,,,,,6/17/2015,,21,,,,,,,,6/19/2015,,22,,,,,,,,6/21/2015,,22,,,,,,,,6/23/2015,,20,,,,,,,,6/26/2015,,22,,,,,,,
WHSR(9),10,5/24/2015,,11,,,,,,,,5/26/2015,,13,,,,,,,,5/29/2015,,14,,,,,,,,6/1/2015,,14,,,,,,,,6/3/2015,,14,,,,,,,,6/5/2015,,15,,,,,,,,6/7/2015,,15,,,,,,,,6/9/2015,,15,,,,,,,,6/11/2015,,14,,,,,,,,6/13/2015,,15,,,,,,,,6/15/2015,,14,,,,,,,,6/17/2015,,14,,,,,,,,6/19/2015,,14,,,,,,,,6/21/2015,,16,,,,,,,,6/23/2015,,15,,,,,,,,6/26/2015,,15,,,,,,,
WH(12),1,5/24/2015,,21,,,,,,,,5/26/2015,,24,,,,,,,,5/29/2015,,26,,,,,,,,6/1/2015,,27,,,,,,,,6/3/2015,,29,,,,,,,,6/5/2015,,32,,,,,,,,6/7/2015,,31,,,,,,,,6/9/2015,,31,,,,,,,,6/11/2015,,33,,,,,,,,6/13/2015,,30,,,,,,,,6/15/2015,,30,,,,,,,,6/17/2015,,30,,,,,,,,6/19/2015,,31,,,,,,,,6/21/2015,,30,,,,,,,,6/23/2015,,32,,,,,,,,6/26/2015,,29,,,,,,,
WH(12),2,5/24/2015,,17,,,,,,,,5/26/2015,,18,,,,,,,,5/29/2015,,20,,,,,,,,6/1/2015,,23,,,,,,,,6/3/2015,,25,,,,,,,,6/5/2015,,24,,,,,,,,6/7/2015,,27,,,,,,,,6/9/2015,,27,,,,,,,,6/11/2015,,26,,,,,,,,6/13/2015,,25,,,,,,,,6/15/2015,,26,,,,,,,,6/17/2015,,27,,,,,,,,6/19/2015,,27,,,,,,,,6/21/2015,,25,,,,,,,,6/23/2015,,27,,,,,,,,6/26/2015,,27,,,,,,,
WH(12),3,5/24/2015,,19,,,,,,,,5/26/2015,,21,,,,,,,,5/29/2015,,26,,,,,,,,6/1/2015,,26,,,,,,,,6/3/2015,,24,,,,,,,,6/5/2015,,25,,,,,,,,6/7/2015,,28,,,,,,,,6/9/2015,,25,,,,,,,,6/11/2015,,28,,,,,,,,6/13/2015,,28,,,,,,,,6/15/2015,,28,,,,,,,,6/17/2015,,28,,,,,,,,6/19/2015,,27,,,,,,,,6/21/2015,,27,,,,,,,,6/23/2015,,28,,,,,,,,6/26/2015,,24,,,,,,,
WH(12),4,5/24/2015,,16,,,,,,,,5/26/2015,,24,,,,,,,,5/29/2015,,19,,,,,,,,6/1/2015,,23,,,,,,,,6/3/2015,,23,,,,,,,,6/5/2015,,24,,,,,,,,6/7/2015,,26,,,,,,,,6/9/2015,,28,,,,,,,,6/11/2015,,25,,,,,,,,6/13/2015,,27,,,,,,,,6/15/2015,,26,,,,,,,,6/17/2015,,27,,,,,,,,6/19/2015,,26,,,,,,,,6/21/2015,,25,,,,,,,,6/23/2015,,26,,,,,,,,6/26/2015,,26,,,,,,,
WH(12),5,5/24/2015,,14,,,,,,,,5/26/2015,,16,,,,,,,,5/29/2015,,16,,,,,,,,6/1/2015,,20,,,,,,,,6/3/2015,,23,,,,,,,,6/5/2015,,26,,,,,,,,6/7/2015,,26,,,,,,,,6/9/2015,,27,,,,,,,,6/11/2015,,28,,,,,,,,6/13/2015,,28,,,,,,,,6/15/2015,,27,,,,,,,,6/17/2015,,27,,,,,,,,6/19/2015,,28,,,,,,,,6/21/2015,,28,,,,,,,,6/23/2015,,28,,,,,,,,6/26/2015,,27,,,,,,,
WH(12),6,5/24/2015,,22,,,,,,,,5/26/2015,,25,,,,,,,,5/29/2015,,26,,,,,,,,6/1/2015,,26,,,,,,,,6/3/2015,,28,,,,,,,,6/5/2015,,28,,,,,,,,6/7/2015,,34,,,,,,,,6/9/2015,,35,,,,,,,,6/11/2015,,34,,,,,,,,6/13/2015,,33,,,,,,,,6/15/2015,,33,,,,,,,,6/17/2015,,32,,,,,,,,6/19/2015,,30,,,,,,,,6/21/2015,,31,,,,,,,,6/23/2015,,30,,,,,,,,6/26/2015,,29,,,,,,,
WH(12),7,5/24/2015,,17,,,,,,,,5/26/2015,,20,,,,,,,,5/29/2015,,17,,,,,,,,6/1/2015,,22,,,,,,,,6/3/2015,,23,,,,,,,,6/5/2015,,24,,,,,,,,6/7/2015,,26,,,,,,,,6/9/2015,,28,,,,,,,,6/11/2015,,28,,,,,,,,6/13/2015,,26,,,,,,,,6/15/2015,,27,,,,,,,,6/17/2015,,25,,,,,,,,6/19/2015,,25,,,,,,,,6/21/2015,,26,,,,,,,,6/23/2015,,25,,,,,,,,6/26/2015,,25,,,,,,,
WH(12),8,5/24/2015,,,,,,,,,not emerged yet,5/26/2015,,,,,,,,,not up yet,5/29/2015,,,,,,,,,not yet emerged,6/1/2015,,,,,,,,,not yet emerged,6/3/2015,,,,,,,,,not yet emerged,6/5/2015,,,,,,,,,not yet emerged,6/7/2015,,,,,,,,,not yet emerged,6/9/2015,,13,,,,,,,,6/11/2015,,16,,,,,,,,6/13/2015,,18,,,,,,,,6/15/2015,,20,,,,,,,,6/17/2015,,20,,,,,,,,6/19/2015,,21,,,,,,,,6/21/2015,,20,,,,,,,,6/23/2015,,19,,,,,,,,6/26/2015,,19,,,,,,,
WH(12),9,5/24/2015,,13,,,,,,,,5/26/2015,,13,,,,,,,,5/29/2015,,13,,,,,,,,6/1/2015,,15,,,,,,,,6/3/2015,,13,,,,,,,,6/5/2015,,14,,,,,,,,6/7/2015,,13,,,,,,,,6/9/2015,,13,,,,,,,,6/11/2015,,13,,,,,,,,6/13/2015,,13,,,,,,,,6/15/2015,,13,,,,,,,,6/17/2015,,12,,,,,,,,6/19/2015,,13,,,,,,,,6/21/2015,,13,,,,,,,,6/23/2015,,12,,,,,,,,6/26/2015,,12,,,,,,,
WH(12),10,5/24/2015,,13,,,,,,,,5/26/2015,,13,,,,,,,,5/29/2015,,12,,,,,,,,6/1/2015,,14,,,,,,,,6/3/2015,,16,,,,,,,,6/5/2015,,15,,,,,,,,6/7/2015,,14,,,,,,,,6/9/2015,,13,,,,,,,,6/11/2015,,13,,,,,,,,6/13/2015,,14,,,,,,,,6/15/2015,,15,,,,,,,,6/17/2015,,13,,,,,,,,6/19/2015,,14,,,,,,,,6/21/2015,,14,,,,,,,,6/23/2015,,14,,,,,,,,6/26/2015,,15,,,,,,,
WC(11),1,5/24/2015,10,23,1,,,,,,,5/26/2015,12,29,1,,,,,,,5/29/2015,15,32,1,,,,,,,6/1/2015,20,36,1,,,,,,,6/3/2015,23,38,2,,,,,,,6/5/2015,27,39,1,,,,,,,6/7/2015,27,41,2,,,,,,,6/9/2015,34,48,2,,,,,,,6/11/2015,36,44,1,,,,,,,6/13/2015,37,43,1,,,,,,,6/15/2015,38,43,,,1,,,,,6/17/2015,41,43,,,1,,,,,6/19/2015,42,43,,,,1,,,,6/21/2015,42,44,,,,1,,,,6/23/2015,42,42,,,,,1,,,6/26/2015,44,43,,,,,1,,
WC(11),2,5/24/2015,3,17,1,,,,,,,5/26/2015,3,20,1,,,,,,,5/29/2015,4,23,1,,,,,,,6/1/2015,4,25,1,,,,,,,6/3/2015,4,27,,1,,,,,,6/5/2015,,27,,,,,,,,6/7/2015,4,30,,1,,,,,,6/9/2015,4,28,,1,,,,,,6/11/2015,4,30,,1,,,,,,6/13/2015,,30,,,,,,,,6/15/2015,3,31,,1,,,,,,6/17/2015,33,30,,1,,,,,,6/19/2015,3,29,,1,,,,,,6/21/2015,2,30,,1,,,,,,6/23/2015,3,28,,1,,,,,,6/26/2015,2,29,,1,,,,,
WC(11),3,5/24/2015,19,21,6,,,,,,,5/26/2015,27,26,7,,,,,,,5/29/2015,30,31,6,,,,,,,6/1/2015,36,35,3,4,,,,,,6/3/2015,38,33,2,3,1,,,,,6/5/2015,44,36,1,4,2,,,,,6/7/2015,47,37,,3,3,,,,,6/9/2015,51,44,,3,3,,,,,6/11/2015,53,39,,4,3,,,,,6/13/2015,52,40,,4,3,,,,,6/15/2015,55,40,,4,1,2,,,,6/17/2015,57,40,,4,,2,1,,,6/19/2015,55,39,,4,,2,1,,,6/21/2015,58,40,,4,,1,2,,,6/23/2015,55,37,,4,,,3,,,6/26/2015,54,37,,4,,,3,,
WC(11),4,5/24/2015,18,20,1,,,,,,,5/26/2015,20,24,1,,,,,,,5/29/2015,23,23,1,,,,,,,6/1/2015,32,31,1,,,,,,,6/3/2015,34,33,,,1,,,,,6/5/2015,41,35,,,1,,,,,6/7/2015,44,36,,,1,,,,,6/9/2015,48,37,,,1,,,,,6/11/2015,50,38,,,1,,,,,6/13/2015,52,38,,,,1,,,,6/15/2015,57,37,,,,1,,,,6/17/2015,59,38,,,,,1,,,6/19/2015,60,38,,,,,1,,,6/21/2015,62,38,,,,,1,,,6/23/2015,59,34,,,,,1,,,6/26/2015,60,39,,,,,1,,
WC(11),5,5/24/2015,,18,,,,,,,,5/26/2015,,12,,,,,,,,5/29/2015,,22,,,,,,,,6/1/2015,,25,,,,,,,,6/3/2015,,25,,,,,,,,6/5/2015,,31,,,,,,,,6/7/2015,,34,,,,,,,,6/9/2015,,35,,,,,,,,6/11/2015,,36,,,,,,,,6/13/2015,,35,,,,,,,,6/15/2015,,35,,,,,,,,6/17/2015,,36,,,,,,,,6/19/2015,,37,,,,,,,,6/21/2015,,37,,,,,,,,6/23/2015,,36,,,,,,,,6/26/2015,,36,,,,,,,
WC(11),6,5/24/2015,,20,,,,,,,,5/26/2015,,24,,,,,,,,5/29/2015,,25,,,,,,,,6/1/2015,,33,,,,,,,,6/3/2015,,35,,,,,,,,6/5/2015,,39,,,,,,,,6/7/2015,,40,,,,,,,,6/9/2015,,40,,,,,,,,6/11/2015,,40,,,,,,,,6/13/2015,,40,,,,,,,,6/15/2015,,41,,,,,,,,6/17/2015,,41,,,,,,,,6/19/2015,,41,,,,,,,,6/21/2015,,41,,,,,,,,6/23/2015,,39,,,,,,,,6/26/2015,,41,,,,,,,
WC(11),7,5/24/2015,21,22,4,,,,,,,5/26/2015,20,26,4,,,,,,,5/29/2015,25,32,4,,,,,,,6/1/2015,30,34,3,1,,,,,,6/3/2015,34,40,,2,2,,,,,6/5/2015,36,43,,2,2,,,,,6/7/2015,40,45,,2,2,,,,,6/9/2015,38,46,,2,2,,,,,6/11/2015,41,46,,1,2,,,,,6/13/2015,43,44,,2,2,,,,,6/15/2015,45,46,,2,,2,,,,6/17/2015,46,44,,2,,2,,,,6/19/2015,46,45,,2,,,2,,,6/21/2015,46,44,,1,,,2,,,6/23/2015,49,50,,2,,,2,,,6/26/2015,48,44,,2,,,2,,
WC(11),8,5/24/2015,,16,,,,,,,,5/26/2015,,19,,,,,,,,5/29/2015,,23,,,,,,,,6/1/2015,,23,,,,,,,,6/3/2015,,27,,,,,,,,6/5/2015,,29,,,,,,,,6/7/2015,,30,,,,,,,,6/9/2015,,32,,,,,,,,6/11/2015,,31,,,,,,,,6/13/2015,,33,,,,,,,,6/15/2015,,30,,,,,,,,6/17/2015,,29,,,,,,,,6/19/2015,,31,,,,,,,,6/21/2015,,30,,,,,,,,6/23/2015,,33,,,,,,,,6/26/2015,,29,,,,,,,
WC(11),9,5/24/2015,,20,,,,,,,,5/26/2015,,22,,,,,,,,5/29/2015,,28,,,,,,,,6/1/2015,,29,,,,,,,,6/3/2015,,34,,,,,,,,6/5/2015,,35,,,,,,,,6/7/2015,,36,,,,,,,,6/9/2015,,38,,,,,,,,6/11/2015,,38,,,,,,,,6/13/2015,,38,,,,,,,,6/15/2015,,38,,,,,,,,6/17/2015,,37,,,,,,,,6/19/2015,,39,,,,,,,,6/21/2015,,39,,,,,,,,6/23/2015,,38,,,,,,,,6/26/2015,,38,,,,,,,
WC(11),10,5/24/2015,,19,,,,,,,,5/26/2015,,24,,,,,,,,5/29/2015,,26,,,,,,,,6/1/2015,,30,,,,,,,,6/3/2015,,32,,,,,,,,6/5/2015,,32,,,,,,,,6/7/2015,,36,,,,,,,,6/9/2015,,39,,,,,,,,6/11/2015,,39,,,,,,,,6/13/2015,,36,,,,,,,,6/15/2015,,39,,,,,,,,6/17/2015,,40,,,,,,,,6/19/2015,,40,,,,,,,,6/21/2015,,39,,,,,,,,6/23/2015,,40,,,,,,,,6/26/2015,,38,,,,,,,
WC(11),11,5/24/2015,,16,,,,,,,,5/26/2015,,18,,,,,,,,5/29/2015,,22,,,,,,,,6/1/2015,,23,,,,,,,,6/3/2015,,30,,,,,,,,6/5/2015,,33,,,,,,,,6/7/2015,,33,,,,,,,,6/9/2015,,35,,,,,,,,6/11/2015,,37,,,,,,,,6/13/2015,,37,,,,,,,,6/15/2015,,37,,,,,,,,6/17/2015,,37,,,,,,,,6/19/2015,,37,,,,,,,,6/21/2015,,37,,,,,,,,6/23/2015,,35,,,,,,,,6/26/2015,,32,,,,,,,
WC(11),12,5/24/2015,,14,,,,,,,,5/26/2015,,13,,,,,,,,5/29/2015,,15,,,,,,,,6/1/2015,,14,,,,,,,,6/3/2015,,15,,,,,,,,6/5/2015,,16,,,,,,,,6/7/2015,,15,,,,,,,,6/9/2015,,15,,,,,,,,6/11/2015,,15,,,,,,,,6/13/2015,,15,,,,,,,,6/15/2015,,14,,,,,,,,6/17/2015,,15,,,,,,,,6/19/2015,,15,,,,,,,,6/21/2015,,15,,,,,,,,6/23/2015,,16,,,,,,,,6/26/2015,,15,,,,,,,
WC(11),13,5/24/2015,,11,,,,,,,,5/26/2015,,11,,,,,,,,5/29/2015,,13,,,,,,,,6/1/2015,,14,,,,,,,,6/3/2015,,14,,,,,,,,6/5/2015,,15,,,,,,,,6/7/2015,,14,,,,,,,,6/9/2015,,15,,,,,,,,6/11/2015,,14,,,,,,,,6/13/2015,,15,,,,,,,,6/15/2015,,14,,,,,,,,6/17/2015,,15,,,,,,,,6/19/2015,,15,,,,,,,,6/21/2015,,15,,,,,,,,6/23/2015,,15,,,,,,,,6/26/2015,,14,,,,,,,
WC(11),14,5/24/2015,,16,,,,,,,,5/26/2015,,20,,,,,,,,5/29/2015,,19,,,,,,,,6/1/2015,,20,,,,,,,,6/3/2015,,20,,,,,,,,6/5/2015,,22,,,,,,,,6/7/2015,,21,,,,,,,,6/9/2015,,21,,,,,,,,6/11/2015,,21,,,,,,,,6/13/2015,,22,,,,,,,,6/15/2015,,22,,,,,,,,6/17/2015,,21,,,,,,,,6/19/2015,,22,,,,,,,,6/21/2015,,22,,,,,,,,6/23/2015,,23,,,,,,,,6/26/2015,,22,,,,,,,
WC(11),15,5/24/2015,,11,,,,,,,,5/26/2015,,12,,,,,,,,5/29/2015,,15,,,,,,,,6/1/2015,,14,,,,,,,,6/3/2015,,15,,,,,,,,6/5/2015,,15,,,,,,,,6/7/2015,,17,,,,,,,,6/9/2015,,14,,,,,,,,6/11/2015,,16,,,,,,,,6/13/2015,,14,,,,,,,,6/15/2015,,15,,,,,,,,6/17/2015,,14,,,,,,,,6/19/2015,,14,,,,,,,,6/21/2015,,15,,,,,,,,6/23/2015,,14,,,,,,,,6/26/2015,,16,,,,,,,
WC(11),16,5/24/2015,,15,,,,,,,,5/26/2015,,14,,,,,,,,5/29/2015,,19,,,,,,,,6/1/2015,,21,,,,,,,,6/3/2015,,21,,,,,,,,6/5/2015,,22,,,,,,,,6/7/2015,,21,,,,,,,,6/9/2015,,22,,,,,,,,6/11/2015,,19,,,,,,,,6/13/2015,,20,,,,,,,,6/15/2015,,19,,,,,,,,6/17/2015,,18,,,,,,,,6/19/2015,,18,,,,,,,,6/21/2015,,19,,,,,,,,6/23/2015,,19,,,,,,,,6/26/2015,,19,,,,,,,
WC(11),17,5/24/2015,,9,,,,,,,,5/26/2015,,9,,,,,,,,5/29/2015,,11,,,,,,,,6/1/2015,,11,,,,,,,,6/3/2015,,14,,,,,,,,6/5/2015,,12,,,,,,,,6/7/2015,,12,,,,,,,,6/9/2015,,12,,,,,,,,6/11/2015,,12,,,,,,,,6/13/2015,,12,,,,,,,,6/15/2015,,13,,,,,,,,6/17/2015,,12,,,,,,,,6/19/2015,,13,,,,,,,,6/21/2015,,11,,,,,,,,6/23/2015,,12,,,,,,,,6/26/2015,,11,,,,,,,
WC(11),18,5/24/2015,,10,,,,,,,,5/26/2015,,9,,,,,,,,5/29/2015,,9,,,,,,,,6/1/2015,,10,,,,,,,,6/3/2015,,10,,,,,,,,6/5/2015,,11,,,,,,,,6/7/2015,,11,,,,,,,,6/9/2015,,11,,,,,,,,6/11/2015,,11,,,,,,,,6/13/2015,,11,,,,,,,,6/15/2015,,11,,,,,,,,6/17/2015,,10,,,,,,,,6/19/2015,,10,,,,,,,,6/21/2015,,11,,,,,,,,6/23/2015,,10,,,,,,,,6/26/2015,,10,,,,,,,
WC(11),19,5/24/2015,,13,,,,,,,,5/26/2015,,13,,,,,,,,5/29/2015,,13,,,,,,,,6/1/2015,,14,,,,,,,,6/3/2015,,14,,,,,,,,6/5/2015,,15,,,,,,,,6/7/2015,,15,,,,,,,,6/9/2015,,15,,,,,,,,6/11/2015,,15,,,,,,,,6/13/2015,,15,,,,,,,,6/15/2015,,16,,,,,,,,6/17/2015,,15,,,,,,,,6/19/2015,,15,,,,,,,,6/21/2015,,15,,,,,,,,6/23/2015,,15,,,,,,,,6/26/2015,,15,,,,,,,
WC(11),20,5/24/2015,,27,,,,,,,,5/26/2015,,,,,,,,,not up yet,5/29/2015,,7,,,,,,,,6/1/2015,,,,,,,,,not yet emerged,6/3/2015,,9,,,,,,,,6/5/2015,,9,,,,,,,,6/7/2015,,10,,,,,,,,6/9/2015,,10,,,,,,,,6/11/2015,,10,,,,,,,,6/13/2015,,10,,,,,,,,6/15/2015,,10,,,,,,,,6/17/2015,,10,,,,,,,,6/19/2015,,10,,,,,,,,6/21/2015,,10,,,,,,,,6/23/2015,,10,,,,,,,,6/26/2015,,10,,,,,,,
WC(11),21,5/24/2015,,10,,,,,,,,5/26/2015,,7,,,,,,,,5/29/2015,,12,,,,,,,,6/1/2015,,12,,,,,,,,6/3/2015,,14,,,,,,,,6/5/2015,,14,,,,,,,,6/7/2015,,15,,,,,,,,6/9/2015,,14,,,,,,,,6/11/2015,,14,,,,,,,,6/13/2015,,14,,,,,,,,6/15/2015,,13,,,,,,,,6/17/2015,,15,,,,,,,,6/19/2015,,15,,,,,,,,6/21/2015,,14,,,,,,,,6/23/2015,,13,,,,,,,,6/26/2015,,14,,,,,,,
WC(11),22,5/24/2015,,,,,,,,,dead,5/26/2015,,,,,,,,,dead,5/29/2015,,,,,,,,,,6/1/2015,,,,,,,,,,6/3/2015,,,,,,,,,,6/5/2015,,,,,,,,,,6/7/2015,,,,,,,,,,6/9/2015,,,,,,,,,,6/11/2015,,,,,,,,,,6/13/2015,,,,,,,,,,6/15/2015,,,,,,,,,,6/17/2015,,,,,,,,,,6/19/2015,,,,,,,,,,6/21/2015,,,,,,,,,,6/23/2015,,,,,,,,,,6/26/2015,,,,,,,,,
WC(11),23,5/24/2015,,,,,,,,,not up yet,5/26/2015,,,,,,,,,not up yet,5/29/2015,,,,,,,,,hasn't emerged,6/1/2015,,,,,,,,,not yet emerged,6/3/2015,,,,,,,,,not yet emerged,6/5/2015,,,,,,,,,not yet emerged,6/7/2015,,,,,,,,,not yet emerged,6/9/2015,,,,,,,,,not yet emerged,6/11/2015,,,,,,,,,noy yet emerged,6/13/2015,,,,,,,,,didn't emerge this year,6/15/2015,,,,,,,,,not emerging,6/17/2015,,,,,,,,,not yet emerged,6/19/2015,,,,,,,,,not yet emerged,6/21/2015,,,,,,,,,not yet emerged,6/23/2015,,,,,,,,,not yet emerged,6/26/2015,,,,,,,,,not yet emerged
WC(11),24,5/24/2015,,8,,,,,,,,5/26/2015,,9,,,,,,,,5/29/2015,,10,,,,,,,,6/1/2015,,10,,,,,,,,6/3/2015,,11,,,,,,,,6/5/2015,,,11,,,,,,,6/7/2015,,12,,,,,,,,6/9/2015,,11,,,,,,,,6/11/2015,,12,,,,,,,,6/13/2015,,11,,,,,,,,6/15/2015,,11,,,,,,,,6/17/2015,,11,,,,,,,,6/19/2015,,11,,,,,,,,6/21/2015,,11,,,,,,,,6/23/2015,,11,,,,,,,,6/26/2015,,10,,,,,,,
WC(11),25,5/24/2015,,,,,,,,,,5/26/2015,,,,,,,,,,5/29/2015,,,,,,,,,,6/1/2015,,,,,,,,,,6/3/2015,,,,,,,,,,6/5/2015,,,,,,,,,,6/7/2015,,,,,,,,,,6/9/2015,,,,,,,,,,6/11/2015,,,,,,,,,,6/13/2015,,,,,,,,,,6/15/2015,,,,,,,,,,6/17/2015,,,,,,,,,,6/19/2015,,,,,,,,,,6/21/2015,,,,,,,,,,6/23/2015,,,,,,,,,,6/26/2015,,,,,,,,,
CC(6),17,5/24/2015,,10,,,,,,,,5/26/2015,,10,,,,,,,,5/29/2015,,11,,,,,,,,6/1/2015,,11,,,,,,,,6/3/2015,,10,,,,,,,,6/5/2015,,11,,,,,,,,6/7/2015,,12,,,,,,,,6/9/2015,,12,,,,,,,,6/11/2015,,12,,,,,,,,6/13/2015,,11,,,,,,,,6/15/2015,,11,,,,,,,,6/17/2015,,11,,,,,,,,6/19/2015,,11,,,,,,,starting to die,6/21/2015,,10,,,,,,,,6/23/2015,,11,,,,,,,,6/26/2015,,11,,,,,,,
WH(12),11,5/24/2015,,11,,,,,,,,5/26/2015,,11,,,,,,,,5/29/2015,,12,,,,,,,,6/1/2015,,12,,,,,,,,6/3/2015,,12,,,,,,,,6/5/2015,,12,,,,,,,,6/7/2015,,12,,,,,,,,6/9/2015,,11,,,,,,,,6/11/2015,,13,,,,,,,,6/13/2015,,11,,,,,,,,6/15/2015,,13,,,,,,,,6/17/2015,,12,,,,,,,,6/19/2015,,12,,,,,,,,6/21/2015,,12,,,,,,,,6/23/2015,,12,,,,,,,,6/26/2015,,12,,,,,,,
